Unnamed: 0,date,review,rating,isEdited,userName,title,developerResponse,sentiment,standardizedReview,mentionedFeature,mentionedSynonyms
1434,2021-07-08 19:04:58,If you have no actual experience in code this is not a proper learning tool. The practice questions have severely limited tutoring resources. The only option is to send a message and await a response that can take (and has taken) 24 hours to respond. The response usually is only half correct or the person is unable to understand the error. I paid for the pro and it has not been an easy experience learning JavaScript from them. If they can edit the app where practice problems can have comment boards instead and allow community answers to be available that could significantly help improve the user experience.,1,True,Jeshua Pence,Not made for beginners,"{'id': 23800157, 'body': 'Hello! \r\nThanks for your feedback!\r\nPlease send more detailed information to us at info@sololearn.com so that we can help resolve the issue. \r\nLooking forward to hearing from you!\r\n', 'modified': '2021-07-08T19:04:59Z'}",NEGATIVE,actual experience code proper learning tool practice questions severely limited tutoring resources option send message await response take taken 24 hours respond response usually half correct person unable understand error paid pro easy experience learning javascript edit app practice problems comment boards instead allow community answers available could significantly help improve user experience,status quo sloth,person
1436,2021-06-06 20:38:51,"Personally, I think it’s great. It deserves a five star review. How it’s being taught, the sleek menus, the variety of courses, it’s perfect. Well, to me, it would be very close to perfect. I have just a suggestion, and that is a course teaching you how to do Lua, another way to code.",5,False,timothydoan,An (Almost) Perfect Coding Learning App,,POSITIVE,personally think great deserves five star review taught sleek menus variety courses perfect well would close perfect suggestion course teaching lua another way code,status quo sloth,person
1442,2021-05-21 15:10:26,"Wanted the monthly PRO plan, was charged for the annual plan and it won’t even give me PRO services, still on the free account even after paying $70. Tried to contact SoloLearn, no answer. Will be learning to code elsewhere once I figure out how to get my money back. Super disappointing I was excited about coding with SoloLearn.",1,False,Jordan01120112,Doesn’t work,"{'id': 22995161, 'body': 'Hello! \r\nThanks for your feedback!\r\nPlease send more detailed information to us at info@sololearn.com so that we can help resolve the issue. \r\nLooking forward to hearing from you!\r\n', 'modified': '2021-05-25T08:13:17Z'}",NEGATIVE,wanted monthly pro plan charged annual plan wont even give pro services still free account even paying 70 tried contact sololearn answer learning code elsewhere figure get money back super disappointing excited coding sololearn,status quo sloth,account
1446,2021-04-24 11:10:30,"I paid $39.99 for a full year of sololear pro and after my account was charged I was still asked to upgrade for an additional $69.99. I reached out to customer service, but they never responded to the request I submitted. Terrible service.",1,True,Thechoedenkal,"Paid for pro, Didn't receive it.","{'id': 15006942, 'body': ""We are sorry for the inconvenience.\nSoloLearn's maintenance effort has been successfully completed and everything is now operating normally. We thank you for your patience. Please try again now.\r\nFor more information you can contact us via info@sololearn.com."", 'modified': '2021-04-24T11:10:31Z'}",NEGATIVE,paid 3999 full year sololear pro account charged still asked upgrade additional 6999 reached customer service never responded request submitted terrible service,status quo sloth,"custom, account"
1450,2021-02-16 22:56:32,"Simply Awesome App and now upgraded website for self-paced Code learning!

Been using personal for 3+ years!
Thank You SoloLearn!",5,False,Jsmonteracer,Great Learning Environment,,POSITIVE,simply awesome app upgraded website selfpaced code learning using personal 3 years thank sololearn,status quo sloth,person
1453,2021-02-12 15:54:32,"I am learning Python and it has been a great app in a lot of ways. But it really doesn’t explain things very well and unless you have a background in coding, it gets super confusing. I’ve had to spend a lot of time on YouTube as well to figure some things out. One great thing that makes a huge difference is the community in the app. The other people who use the app are very helpful and that makes things way easier because you have a forum and comments for each lesson and thankfully most problems I’ve had have largely been explained in the comments. But they are really slacking on their explanations, especially once you get into the more difficult subjects in Python. No experience with other languages yet",3,False,Dissapointed and let down,Pretty good but needs a lot of work,,NEGATIVE,learning python great app lot ways really doesnt explain things well unless background coding gets super confusing ive spend lot time youtube well figure things one great thing makes huge difference community app people use app helpful makes things way easier forum comments lesson thankfully problems ive largely explained comments really slacking explanations especially get difficult subjects python experience languages yet,boosters,special
1457,2021-01-02 23:39:00,"Everything is all around great! Ive started to learn HTML and it works great! The community is great aswell. I had a problem with the div tag, so I posted a question trying to get help, and upon 20 minutes of the question being up, I already had a answer. The only thing that I could see wrong is a personal problem, its also universal to any app that teaches you a subjet like lets say Duolingo. I have alot of symptoms of Dyslexia but I havent gotten tested, but even if I don’t have it, I still have symptoms. I have problems with paying attention while having to do tasks like writing or reading, etc and so making myself learn code is kinda like shooting myself in the foot. So nothing wrong with the app. Only thing that the Devs could take away from this is to make sure that the app makes you want to learn and keep going, other than that, great app !!",5,False,I aM a LoAf oF bReAd,10/10,,POSITIVE,everything around great ive started learn html works great community great aswell problem div tag posted question trying get help upon 20 minutes question already answer thing could see wrong personal problem also universal app teaches subjet like lets say duolingo alot symptoms dyslexia havent gotten tested even dont still symptoms problems paying attention tasks like writing reading etc making learn code kinda like shooting foot nothing wrong app thing devs could take away make sure app makes want learn keep going great app,status quo sloth,person
1459,2021-01-02 23:27:52,"Don’t trust the App Store Age Rating for this app. At the time of this review, it says “4+” but the SoloLearn Terms of Use clearly state:

“ if you are a child under thirteen (13), please do not attempt to register for or otherwise use the Services or send us any personal information.”

The Play Store via Android gives an ESRB rating of Teen (“Users interact.”) “Content is generally suitable for ages 13 and up. [...]” which is a much more accurate assessment of age-appropriateness.

The Age Rating these marketplaces assign to its apps are not the fault of the app developers, so given a (truer) target audience of 13+, I think this app deserves 4 stars.

- Features great concepts which never seem to reach their full potential, no matter how many revisions the UI/UX seems to endure

- Incentives structure (badges, XP, followers, popularity algorithms, etc.) continues to be problematic as an education app like this should emphasize and reward learning to code instead of simply indiscriminate increase in participation regardless of the kind of participation ... it can be very easy for younger learners to become engrossed in the non-coding related aspects of the platform

- Conscientious curriculum design is still a work-in-progress ... many courses still feel like the information provided is arbitrary, incomplete, and occasionally erroneous

- Division of subscription-based features vs free features also doesn’t make sense (seems arbitrary) with the exception of the subscription removing ads",4,False,GlaiveLady,Age Rating (@Parents),,NEGATIVE,dont trust app store age rating app time review says 4 sololearn terms use clearly state child thirteen 13 please attempt register otherwise use services send us personal information play store via android gives esrb rating teen users interact content generally suitable ages 13 much accurate assessment ageappropriateness age rating marketplaces assign apps fault app developers given truer target audience 13 think app deserves 4 stars features great concepts never seem reach full potential matter many revisions uiux seems endure incentives structure badges xp followers popularity algorithms etc continues problematic education app like emphasize reward learning code instead simply indiscriminate increase participation regardless kind participation easy younger learners become engrossed noncoding related aspects platform conscientious curriculum design still workinprogress many courses still feel like information provided arbitrary incomplete occasionally erroneous division subscriptionbased features vs free features also doesnt make sense seems arbitrary exception subscription removing ads,status quo sloth,person
1460,2020-12-21 04:29:48,"I’ve tried countless ways to learn how to code and this app blows all other options out of the water. It’s easy for me to come back every day due to the widget and I never feel lost when I pick it up again. The achievement system is a fun way to feel like I’m making progress, and the challenges are just difficult enough to know I’m really learning, but not so difficult that I get stuck and discouraged. Thank you for this app!",5,False,Jack Schwartz,Best option by far,,POSITIVE,ive tried countless ways learn code app blows options water easy come back every day due widget never feel lost pick achievement system fun way feel like im making progress challenges difficult enough know im really learning difficult get stuck discouraged thank app,challenges,challeng
1472,2020-09-25 17:53:39,"This app is great in my opinion. I love how your team keeps adding more content and improving it, but I just bought the pro pack to get rid of the pesky ads and get more out of the app like the coaching code challenges. The only thing is, A LOT of those coaching problems don’t seem to work. They just stay loading.",4,False,l3eto,I love the app but pro tools aren’t working,"{'id': 18208582, 'body': 'Thanks for your feedback!\r\nPlease send more detailed information to us at info@sololearn.com so that we can help resolve the issue. \r\nLooking forward to hearing from you!\r\n', 'modified': '2020-10-01T06:35:38Z'}",POSITIVE,app great opinion love team keeps adding content improving bought pro pack get rid pesky ads get app like coaching code challenges thing lot coaching problems dont seem work stay loading,challenges,challeng
1475,2020-09-06 23:54:20,"App has been great. Excellent puzzles that challenge me. However, the latest update has slowed down the functionality. Certain times it becomes unusable because it won’t load content or run code sometimes.",4,False,sarredacted,"Love the app, but...","{'id': 17824539, 'body': 'We are sorry for the inconvenience. Please update to the latest version of SoloLearn app, as we have fixed the issue. Accept our apologies for the inconvenience. For more information you can contact us via info@sololearn.com and we will help.', 'modified': '2020-09-11T10:45:55Z'}",NEGATIVE,app great excellent puzzles challenge however latest update slowed functionality certain times becomes unusable wont load content run code sometimes,"challenges, voting","challeng, content r"
1481,2020-07-08 14:40:04,"So far very informative app for learning code.  The explanations are clear, the problems (fill in the blank and multiple choice) are easy and on point, but what seems to be very helpful is the community- check the comments.  Anyone is free to add additional information, or reply to other comments.  The comments are voted on by the community, so the best comments are shown first.  

The app seems to be free to use with ads between lessons.",5,False,Hrut,Read comments,,POSITIVE,far informative app learning code explanations clear problems fill blank multiple choice easy point seems helpful community check comments anyone free add additional information reply comments comments voted community best comments shown first app seems free use ads lessons,voting,vote
1489,2020-04-07 18:20:57,I’ve been learning to code but as I’m at home due to COVID-19 this is a great app to pass time. It doesn’t show many ads for a free app and is an easy way to learn with not many paywall limitations.,5,False,James H. Bryner,A great way to learn and pass time,,NEGATIVE,ive learning code im home due covid19 great app pass time doesnt show many ads free app easy way learn many paywall limitations,torture breaks,paywal
1505,2019-11-27 05:33:12,"Learning to code was so intimidating and challenging, but app makes it easier.",5,False,Real_xmas10,Great,,POSITIVE,learning code intimidating challenging app makes easier,challenges,challeng
1511,2019-10-21 12:42:22,"This provides a lot of very useful information in one place. With many examples to clarify as well as questions to help keep you interested. It’s also very convenient to code from your phone, especially if you’re stuck on a problem at home and aren’t able to get on your laptop.",5,False,kaptain98,Great medium.,,POSITIVE,provides lot useful information one place many examples clarify well questions help keep interested also convenient code phone especially youre stuck problem home arent able get laptop,boosters,special
1519,2019-09-18 04:17:44,"My daughter has been dying to learn to code since she read a few books on girls who code. 
So I downloaded the app this afternoon and she dove in. Admittedly I didn’t inspect the app thoroughly before allowing her to use it. Then my wife caught her conversing with adults, sharing personal info and was upset. 

I think it’s a good app. My daughter is smart. But allowing children to converse with adults all over the world is a recipe for disaster. 

There are some controls, and I’m usually pretty intuitive with technology, but simply adding a better offline mode (which seems to exist in the individual apps but not the all-inclusive one) or additional pw protected parental controls may be a better option. 

I looked through the settings and didn’t see those things, so if I’m missing something, let me know.

Update: Sololearn has informed me that they rate their app as 12+, Apple rates it as 4+.",3,True,Dan_tm44,Not sure app should be 4+,"{'id': 10716332, 'body': ""We'd like to inform you that our app has social content and is rated 12+ according to our Terms of Use (which are accepted upon registering with us). The App Store, however, has its own app rating system, which has automatically rated SoloLearn as 4+. We are sorry for any confusion caused by this."", 'modified': '2019-09-18T04:17:44Z'}",NEGATIVE,daughter dying learn code since read books girls code downloaded app afternoon dove admittedly didnt inspect app thoroughly allowing use wife caught conversing adults sharing personal info upset think good app daughter smart allowing children converse adults world recipe disaster controls im usually pretty intuitive technology simply adding better offline mode seems exist individual apps allinclusive one additional pw protected parental controls may better option looked settings didnt see things im missing something let know update sololearn informed rate app 12 apple rates 4,status quo sloth,person
1540,2019-06-16 22:26:10,This is one of the most amazing coding apps there is out there on iOS. Clearly demonstrates everything in detail and everything was easy to understand. There is even a terminal built in so you could test your code or see what their code does without the need of a computer. Great communities and many challenges that you could do to improve on your coding skills. Highly recommend.,5,False,skaterboiiiiiiiiiiiiiiiiiiiii,Amazing app,,POSITIVE,one amazing coding apps ios clearly demonstrates everything detail everything easy understand even terminal built could test code see code without need computer great communities many challenges could improve coding skills highly recommend,challenges,challeng
1558,2019-03-21 14:59:52,"I really love this coding program. The best thing is its all free, and thats what makes this one special. You don’t have to pay money to learn how to code at that really awesome. Thx for a great App.",5,False,Stratus.inc,Best Coding App,,POSITIVE,really love coding program best thing free thats makes one special dont pay money learn code really awesome thx great app,boosters,special
1568,2019-01-12 04:02:53,"This app is amazing. It has features such as code playground where you can code anything in the languages supported and share the code with the community if you would like. It also has lessons for learning new languages and examples to make it easier. You can also verse someone else using your weapons or the coding languages you know and it will quiz both of the players and the winner will be the one that has the most correct answered questions out of 5. There is also of course a Q and A if you have any questions you need answers to. This app has many other programmers that you can view their account and see what they know. This app is perfect for people that want to know multiple languages and also good for if you just want to code and show your skills off to people. You can also customize your account, win badges or achievements, and level up by versing others and working on lessons. This app was perfect for me! I would give this a five star anyday, normally I don’t write reviews but this app needed one. I hope that anybody who owns this app thinks it is as amazing as I think it is.",5,False,TerabyteTechy,Best Programming App I’ve Ever Used,,POSITIVE,app amazing features code playground code anything languages supported share code community would like also lessons learning new languages examples make easier also verse someone else using weapons coding languages know quiz players winner one correct answered questions 5 also course q questions need answers app many programmers view account see know app perfect people want know multiple languages also good want code show skills people also customize account win badges achievements level versing others working lessons app perfect would give five star anyday normally dont write reviews app needed one hope anybody owns app thinks amazing think,status quo sloth,"custom, account"
1585,2018-12-03 08:24:37,"I'm just beginning my journey learning code, and based off the reviews I believe this app will do me justice!!! I gave it 5 stars of the bat for the simple fact that ALL of their learning apps are FREE!! 100% FREE!!! That alone is amazing!! Especially compared to the other apps I've seen!! I mean we're talking HUNDREDS of dollars to use the full aspects of these apps, which is absolutely insane!! Education is the key to life and the future, so why not make it as cheap as possible??!! KUDOS TO THE APP DEVELOPERS FOR SURE!!!",5,False,MakkieRuby,FREE EDUCATIONAL TOOL 5 STARS,,POSITIVE,im beginning journey learning code based reviews believe app justice gave 5 stars bat simple fact learning apps free 100 free alone amazing especially compared apps ive seen mean talking hundreds dollars use full aspects apps absolutely insane education key life future make cheap possible kudos app developers sure,boosters,special
1586,2018-12-01 23:33:03,"This app is perfect for learning code, especially if you want to do it during downtime (i.e. in between workouts, on your lunch break, etc.)",5,False,Poopmasterbigbuns,Great App,,POSITIVE,app perfect learning code especially want downtime ie workouts lunch break etc,boosters,special
1589,2018-11-25 06:12:42,"My computer’s been having issues lately, so being able to code on my iPad Pro has been very convenient. I’m a pretty novice programmer, so the tutorials for learning Java have helped me a lot. My favorite feature after the compiler is the challenges, which have helped me hone my skills and practice.

My only real complaint is that the Java compiler has a few bugs - less than other compilers I’ve tried, and they don’t interfere too much in terms of running, but they can make the code look messy. Firstly, if you open a parenthesis or brackets, a second one pops up closing it (which is great), but deleting the first before typing anything doesn’t delete the second, and if you add another parenthesis to close out of habit, it just adds another parentheses. Also, tabbing sometimes produces inconsistent distances, or tabs on the wrong line. On a related note, the default template that appears when you start a new editor uses small tabs, but most times when you tab in the document, it makes a big tabs. One more bug is that if you hit enter and quickly start typing, it sometimes rearranged the letters you type. Undoing with control-z doesn’t work either. Sorry if I didn’t explain these well, I can explain better if you need! These are using the first iPad Pro with the Smart Keyboard, by the way. I know this probably isn’t your top priority to fix, but please do if you find an opportunity.

This is an amazing app, and I’m so lucky it exists, and for free too!",5,False,% >{Danny}< %,Offers a ton for free!,,POSITIVE,computers issues lately able code ipad pro convenient im pretty novice programmer tutorials learning java helped lot favorite feature compiler challenges helped hone skills practice real complaint java compiler bugs less compilers ive tried dont interfere much terms running make code look messy firstly open parenthesis brackets second one pops closing great deleting first typing anything doesnt delete second add another parenthesis close habit adds another parentheses also tabbing sometimes produces inconsistent distances tabs wrong line related note default template appears start new editor uses small tabs times tab document makes big tabs one bug hit enter quickly start typing sometimes rearranged letters type undoing controlz doesnt work either sorry didnt explain well explain better need using first ipad pro smart keyboard way know probably isnt top priority fix please find opportunity amazing app im lucky exists free,challenges,challeng
1617,2018-09-01 06:49:19,"SoloLearn devs, you should make an app just for viewing ads as a way for us to donate to you guys and I would use it as I have had an excellent experience using this app, especially learning programming offline and on the go.

Some suggestions though: don’t revert code back to its previous save after a failed save, have a setting for not “closing” single and double quotes, parentheses, brackets, and braces as I usually find it easier to type without them being closed as I have to tap out after I’m done typing inside, and maybe improve on the explanations of Python OOP even though OOP is a difficult concept to teach quickly",5,False,xDeathStructionx,One of the best apps in the App Store IMO,,NEGATIVE,sololearn devs make app viewing ads way us donate guys would use excellent experience using app especially learning programming offline go suggestions though dont revert code back previous save failed save setting closing single double quotes parentheses brackets braces usually find easier type without closed tap im done typing inside maybe improve explanations python oop even though oop difficult concept teach quickly,boosters,special
1618,2018-08-30 18:20:25,"One of the best features of this app is the comment section. People are very helpful in explaining and expounding on concepts, ideas not fully covered in the lessons. Feel free to ask questions too. The community is uber helpful. I also noticed that there are coding challenges as well and you can exhibit code you’ve created in the playground. I use this to review stuff on python I’ve forgotten after not having used the language for about 10 years and it’s been refreshingly helpful.",5,False,plainjosh,Great app,,POSITIVE,one best features app comment section people helpful explaining expounding concepts ideas fully covered lessons feel free ask questions community uber helpful also noticed coding challenges well exhibit code youve created playground use review stuff python ive forgotten used language 10 years refreshingly helpful,challenges,challeng
1630,2018-07-11 02:40:30,It made no sense. I’m sure I would like it more if it wasn’t so confusing.I think the learn to code part was misleading because you clearly had coded before if you enjoyed this app.I just made an account and was already lost.,1,False,nickname111111111111111111111,Confused,,NEGATIVE,made sense im sure would like wasnt confusingi think learn code part misleading clearly coded enjoyed appi made account already lost,status quo sloth,account
1638,2018-06-19 17:09:38,"SoloLearn is really good- you get tons of coding courses for free. I’ve been using it for about two years now and it has rarely failed me. I recommend it first to anyone who asks me where they should learn to code. 

The Q&A is well-moderated and the courses are in good detail for the most part. The playground is a great place to test your code. All in all, Sololearn is a great tool if you want to test something really quick, or refer to a course if you are looking for quick information. This is especially useful when you have the app.

However, there are one or two problems I might report here in order that it gets fixed. In the mobile app, when you have the keyboard down in a code and click the < arrow button, it sees I havent saved the code and asks me to name it and save it. This is really useful, because without it I would have had too many projects lost because I never saved. However, it never prompts you if you have the keyboard up. For example, I was working on a project for over an hour on my mobile, and was expecting it to ask me to save when I pressed the < button (I had the keyboard up) and it never prompts me to save so all my progress was gone, which I was not expecting to happen. 

Also, some courses aren’t complete. The PHP course is missing a lot of important shadings revolving around opening and closing files.

I had spent long hard hours staring at a simple python program wondering why it wouldn’t work. It was a simple program: you input into one file, and the program puts the result in the output file. What would be an easy file error fix took me hours to troubleshoot (who knew that file.read() closes the file, resulting in errors if you want to read the file line by line?). Just these small tidbits of advice in the courses can save programmers lots of time.",4,False,Bill1971MD,"Its great, some problems though",,POSITIVE,sololearn really good get tons coding courses free ive using two years rarely failed recommend first anyone asks learn code qa wellmoderated courses good detail part playground great place test code sololearn great tool want test something really quick refer course looking quick information especially useful app however one two problems might report order gets fixed mobile app keyboard code click arrow button sees havent saved code asks name save really useful without would many projects lost never saved however never prompts keyboard example working project hour mobile expecting ask save pressed button keyboard never prompts save progress gone expecting happen also courses arent complete php course missing lot important shadings revolving around opening closing files spent long hard hours staring simple python program wondering wouldnt work simple program input one file program puts result output file would easy file error fix took hours troubleshoot knew fileread closes file resulting errors want read file line line small tidbits advice courses save programmers lots time,boosters,special
1646,2018-05-27 10:47:54,I love all the languages they have to choose from. I also like how it has challenges and other little missions and events. If you want to learn to code. Get this!!!,5,False,CoderDude123,This is amazing!,,POSITIVE,love languages choose also like challenges little missions events want learn code get,challenges,challeng
1648,2018-05-26 18:00:53,"SoloLearn is a great opportunity to start learning code. They teach you every language from its very roots, everything is understandable. As you are making mistakes you can go to the comment section of every question or search about specific topic in the discussions' section. This app also available in several languages, so if English is not your mother tongue, like in my case, I can just learn in language that I understand. Coding challenges, a lot of stuff and fun! Just try it out  and you will not regret!",5,False,Boumer887,SoloLearn - best app for beginner programmers!,,POSITIVE,sololearn great opportunity start learning code teach every language roots everything understandable making mistakes go comment section every question search specific topic discussions section app also available several languages english mother tongue like case learn language understand coding challenges lot stuff fun try regret,challenges,challeng
1656,2018-05-08 20:36:02,"The SoloLearn collection app is absolutely wonderful. I was a person with no experience of coding before but now after I finished a course, I’m set to understand other languages and how video games and other forms of media are understood. I love that the app is very beginner friendly and approaches the user as if they had no experience. Even veterans who need a refresher could find a liking to this app. I recommend this to everyone who wants to code.",5,False,kyledude1234,Great.,,POSITIVE,sololearn collection app absolutely wonderful person experience coding finished course im set understand languages video games forms media understood love app beginner friendly approaches user experience even veterans need refresher could find liking app recommend everyone wants code,status quo sloth,person
1660,2018-04-26 02:10:51,"This app is very good. There are many different programming languages and different features, like challenges. The tutorials are very thorough and easy to understand. The only thing that is a little annoying is the code playground when you use “input” 
 Which doesn’t really show you which input goes to which and blocks the code at the same time. Otherwise a very good app.",5,False,An-ios-user,Very good,,POSITIVE,app good many different programming languages different features like challenges tutorials thorough easy understand thing little annoying code playground use input doesnt really show input goes blocks code time otherwise good app,challenges,challeng
1662,2018-04-11 18:16:00,"For my 400 level interaction design class, we’re required to review products customers interact with-here I go. 

Learning code is easy and fun through this app. Which now, is more ludic than the previous version because now users are encouraged to explore further into coding with featured games, a forum, and a coding platform (I think it’s IDLE) so that you may write your own code and save it. 

A complaint I have is that after getting a multiple choice question wrong, the answers are reshuffled. And in the heat of quickly realizing my mistake and wanting to quickly correct it to move on, I end up clicking on the wrong answer again because the answers were reshuffled a mere millisecond before I clicked on the right answer. I advise to remove the reshuffling since it’s frustrating and slows users down. 

Lastly, users want a responsive interaction. As for the drag and drop questions, it’s unclear to users whether or not the answer they’ve “picked up” is to be dragged or dropped because nothing happens when you press your finger on it. The word picked should increase in size, or even better, shake. Users will find a shaking element familiar, as they do when they drag and drop apps on their phone’s home screen (#ohhh). 

Please leave a comment and let me know what you think of my usability ideas!",5,False,Counting bug,Usability Design,,NEGATIVE,400 level interaction design class required review products customers interact withhere go learning code easy fun app ludic previous version users encouraged explore coding featured games forum coding platform think idle may write code save complaint getting multiple choice question wrong answers reshuffled heat quickly realizing mistake wanting quickly correct move end clicking wrong answer answers reshuffled mere millisecond clicked right answer advise remove reshuffling since frustrating slows users lastly users want responsive interaction drag drop questions unclear users whether answer theyve picked dragged dropped nothing happens press finger word picked increase size even better shake users find shaking element familiar drag drop apps phones home screen ohhh please leave comment let know think usability ideas,status quo sloth,custom
1664,2018-04-14 22:06:10,"I really appreciate what this app is trying to do, but there are a number of things that really bothered me about it when trying to learn C++ and test code snippets:

1. iOS’ loupe is broken in the code editor.  It places the caret where your thumb is pressing, instead of the center of the magnifying glass, so you can’t see exactly where it will be located.  This is especially frustrating because...
2. The editor automatically adds closing parentheses, brackets, braces, and double quotes after the caret.  This is an infuriating “feature” that I turn off in every environment I use, and I haven’t found a way to turn it off here.  Because of this, I must relocate the caret on nearly every line, which when combined with item 1 makes this app completely useless as a mobile coding environment.

Regarding the lessons themselves.

3. I understand that c++ throws so much more at you than most other languages when you first step into it, and you want to simplify as much as you can, but I strongly disagree with how much the lessons insist upon the line ""using namespace std;"", which I've since learned is pretty widely agreed upon as bad practice.  Beginners should absolutely be exposed to using std::cout instead of cout in the global namespace, as it also serves as a handy reminder that the system header <iostream> needs to be included.

4. There needs to be a better way to skip modules.  By the time I installed this app, I was already familiar with most of what was covered in Module 1, and mostly needed to understand pointers and classes, but because I didn't know about prefix vs postfix increment/decrement operators and got one quiz question wrong, I had to trudge through 20+ quizzes consisting of ""type ""a"" into this blank: __"".

I would love to have an environment like this app to use my 2 hours of daily commute time learning and testing code, but my experience with c++ gives me the impression that other lessons on here will inculcate more bad habits I'll have to unlearn.",2,False,Paramesis,Frustrating Environment,,NEGATIVE,really appreciate app trying number things really bothered trying learn c test code snippets 1 ios loupe broken code editor places caret thumb pressing instead center magnifying glass cant see exactly located especially frustrating 2 editor automatically adds closing parentheses brackets braces double quotes caret infuriating feature turn every environment use havent found way turn must relocate caret nearly every line combined item 1 makes app completely useless mobile coding environment regarding lessons 3 understand c throws much languages first step want simplify much strongly disagree much lessons insist upon line using namespace std ive since learned pretty widely agreed upon bad practice beginners absolutely exposed using stdcout instead cout global namespace also serves handy reminder system header iostream needs included 4 needs better way skip modules time installed app already familiar covered module 1 mostly needed understand pointers classes didnt know prefix vs postfix incrementdecrement operators got one quiz question wrong trudge 20 quizzes consisting type blank __ would love environment like app use 2 hours daily commute time learning testing code experience c gives impression lessons inculcate bad habits ill unlearn,boosters,special
1667,2018-03-27 07:53:59,"Great way to learn on the go. Although, typing in code can be cumbersome and a challenge, it’s definitely a great feature to have.  

This app easily encourages you to learn. I originally was interested in one of the languages, but having all of them available will probably get me to learn another after am done with the one, and then another, and another...  : )",5,False,JosephGarr,Excellent learning app!!!,,POSITIVE,great way learn go although typing code cumbersome challenge definitely great feature app easily encourages learn originally interested one languages available probably get learn another done one another another,challenges,challeng
1669,2018-03-14 04:45:58,"I download quite a few apps when I decided to take a journey in coding. This suited me best. I am using this along with another MooC (Massive Open Online Course) to maximize how much I am learning.

The layout is great. It tells you where you are with learning the language and shows you a variety of languages to choose from. This is the strongest interface for people that want to learn how to code on their mobile device I have seen. It is also convenient to just hop on your phone and work on coding.

In addition to a great app, they have a strong community where you can engage with other coders/developers and receive feedback and tips. Once you are finished with one language, you complete challenges from the community.

Even if you may not find this app to fit you in the long run, I assure you it’s worth a try.",5,False,Thugcho,This is the one!- A review on why this is the coding app for all.,,POSITIVE,download quite apps decided take journey coding suited best using along another mooc massive open online course maximize much learning layout great tells learning language shows variety languages choose strongest interface people want learn code mobile device seen also convenient hop phone work coding addition great app strong community engage codersdevelopers receive feedback tips finished one language complete challenges community even may find app fit long run assure worth try,"strike habit/competition, challenges","community engag, challeng"
1674,2018-02-28 13:23:33,"His app is awesome. It basically takes all the other SoloLearn apps and combined hem into one. Why download multiple apps for multiple languages when you can just get all the exact same lessons in one app! I wouldn’t recommend this for advanced programmers, but this is perfect for beginners who are just learning the ropes. This app even comes with it’s own coding engine so you can code in the app! If you are a teacher and only want to teach your students one language, then it makes sense to only have them get one of the other SoloLearn apps to make it simpler. But if you are just someone who wants to learn the ropes, then get this! It’s free, it’s awesome, and it’s never been easier to learn coding on the go. Perfect for people who don’t have much free time. I would recommend completing this course before going into other more advanced online courses. It also has a great, extremely helpful community. Even after you’ve completed the course, there are still fun things to do such as the coding playground. Recently they added other lessons create by users which is great, and there are also coding challenges which are basically quizzes against other players. It’s also 100% free! No ads, no micro transactions, the whole package. So what are you waiting for? Anyone who is remotely interested in coding should get this app!",5,False,NosidamG1234,Amazing!,,POSITIVE,app awesome basically takes sololearn apps combined hem one download multiple apps multiple languages get exact lessons one app wouldnt recommend advanced programmers perfect beginners learning ropes app even comes coding engine code app teacher want teach students one language makes sense get one sololearn apps make simpler someone wants learn ropes get free awesome never easier learn coding go perfect people dont much free time would recommend completing course going advanced online courses also great extremely helpful community even youve completed course still fun things coding playground recently added lessons create users great also coding challenges basically quizzes players also 100 free ads micro transactions whole package waiting anyone remotely interested coding get app,challenges,challeng
1683,2018-01-28 02:07:02,"Not much to say, it delivers what it offers. Best & free way to learn how to code!",5,False,MASON.ATHAN.MITCH,Great app!,,POSITIVE,much say delivers offers best free way learn code,torture breaks,live
1684,2018-01-25 04:16:39,"When I started using this app I had just the fundamental ideas of how to code (came from a game that was played using simplified code), and now after not even completing the full C++ course I am making simple codes for things like a math test and a game of rock, paper, scissors. One of the things I really appreciate is that it provides a hands on learning experience right from the start (and I learn best by doing).

SoloLearn also has a good community where you can ask questions about coding topics and get help on issues you have with your code. You can also compete with other coders in challenges.

I love this app and check it more than facebook!",5,False,A Capella singer,Great App to Start Learning How to Code!,,POSITIVE,started using app fundamental ideas code came game played using simplified code even completing full c course making simple codes things like math test game rock paper scissors one things really appreciate provides hands learning experience right start learn best sololearn also good community ask questions coding topics get help issues code also compete coders challenges love app check facebook,challenges,challeng
1700,2017-11-10 02:27:46,I love this platform. I just wish it could be a little challenging or atleast is write a whole code.,4,False,"Obviously ""ME""!",Solo Learn is awesome!!!!,,POSITIVE,love platform wish could little challenging atleast write whole code,challenges,challeng
