,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,language
441,ad84faf7-45cc-460e-b41f-59c068028a7a,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Para realizar las practicas diarias, es excelente.",5,0,23.1.0,2020-04-25 16:16:45,,,23.1.0,es
443,da1f4862-800e-4fef-bf88-5ae0bb3c2221,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Excelente plataforma de aprendizaje,5,1,22.0.0,2020-04-15 23:24:55,,,22.0.0,es
445,4876e22e-b9e5-47cf-9de0-dc571c84314e,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Es lo mejor para aprender Ciencia de datos en todas sus ramas,5,0,,2020-04-10 05:21:19,,,,es
449,8bb70288-f3a9-4a6d-bd9d-9b0e7f4b2a10,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Muy buena aplicación,5,0,22.0.0,2020-04-04 14:55:54,,,22.0.0,es
450,fe938aeb-5117-4c97-b47b-9329d0d1719c,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Muy práctica e intuitiva, un buen complemento que te mantiene fresco lo ya aprendido en la plataforma.",5,2,22.0.0,2020-04-04 13:23:47,,,22.0.0,es
451,fd8ff536-1e73-4bd9-a419-bb971e8dd62d,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Excelente experiencia, los vídeos y ejercicios corren muy bien",5,1,22.0.0,2020-04-04 06:04:56,,,22.0.0,es
454,160b28b3-8278-4b58-900d-a58c020bde5e,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bastante interactiva,5,0,22.0.0,2020-03-28 20:21:50,,,22.0.0,es
455,16fba834-487c-4079-8ced-455889a787b0,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Es una experiencia de aprendizaje bastante complete,5,0,22.0.0,2020-03-25 03:24:57,,,22.0.0,es
456,95995724-92b7-4862-b170-3f77fffbc5d0,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Una aplicación súper amigable, intuitiva y educativa.... Genial",5,0,22.0.0,2020-03-25 00:01:15,,,22.0.0,es
458,79c70562-b208-4b27-a5d4-536b1aac361d,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Muy buenos cursos y la app es excelente,5,0,22.0.0,2020-03-24 02:06:15,,,22.0.0,es
461,e920a5b8-7a3d-4755-b905-918e8bfb7329,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Excelente entorno y didáctica!! Lo único es que es un poco caro, pero vale la pena!",4,2,22.0.0,2020-03-18 01:53:21,,,22.0.0,es
462,94fe1fc3-f13a-4e20-b7d0-505c17becf2a,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Excelente aplicación, he aprendido más de lo que imaginé",5,1,22.0.0,2020-03-17 20:58:53,,,22.0.0,es
463,04a10b23-906b-402f-8842-aefc99db1d38,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Fantástica app para aprender de forma interactiva,5,0,22.0.0,2020-03-17 19:45:42,,,22.0.0,es
464,09334b8d-fa38-49d2-b384-a5d79357d7c2,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Parece gratis y es de pago. Esta perfecto que tengan que ganar pero deben informarlo desde el principio y no parecer gratis.,1,1,,2020-03-15 15:23:55,,,,es
466,40fdbf5a-7be4-45b9-8292-c362d93a20cf,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Útil y práctica para seguir aprendiendo y actualizándose en el uso de R.,5,0,,2020-03-06 20:27:02,,,,es
467,de826883-d4f9-45a7-b598-476554da323e,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Ha resultado una excelente plataforma que explica de forma clara e interactiva por medio de sus videos y ejercicios.,5,2,22.0.0,2020-03-04 15:48:33,,,22.0.0,es
468,83bd5fa7-4109-4c2a-b6b2-7f79e445f91d,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Enseña de una manera excelente! No me puedo creer que tengan una manera tan sencilla y efectiva de enseñar pero... Está demasiado buggeada. Tiene que ser de afuerzas el método de la app para resolver el código si no no te lo vale; yo trabajo con un programador junior y el me dice que mis maneras de resolverlo si sirven y que no sabe por qué el programa dice que estoy mal. También me da errores dónde no hay :l,2,15,22.0.0,2020-03-03 19:53:27,,,22.0.0,es
471,a44b1a30-171d-4e92-8eeb-5a0f3bcdd963,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Me encanta esta app! Simplemente la amo. La forma en que puedo practicar mi track de Python Data Science Toolkit en mi pc y continuarlo en mi smartphone es excepcional. Gracias! PD: A veces, la app tiene uno que otro complique al cargar el track pero pienso que es algo mínimo Porqur luego de insistir un par de veces, accedo con normalidad",5,2,,2020-02-28 04:03:18,,,,es
472,6195f7df-7e23-4481-963d-3d51ccf59a32,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Muy intuitiva, fácil de operar",5,0,21.1.0,2020-02-28 02:48:03,,,21.1.0,es
473,c203a086-5ec2-4ed0-9b0e-939e470a3d4f,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Execelente aplicación,5,0,21.2.0,2020-02-26 04:16:21,,,21.2.0,es
476,5c185295-bec7-482e-b3fb-f798557baec8,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Los ejercicios de práctica son excelentes,5,0,21.0.0,2020-02-23 03:01:21,,,21.0.0,es
477,28e16863-bf93-49fe-a4ba-67af230ba45c,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Excelente! Súper fácil,5,0,21.1.0,2020-02-22 11:38:16,,,21.1.0,es
478,bd12ef48-6dc9-4042-b9d7-d53e869bb6a2,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Te obligan a registrar tus datos antes de mostrar que el contenido es completamente de pago.,1,20,,2020-02-20 11:46:04,,,,es
479,e0e01f52-80f9-46bb-aff8-d8343a7228d3,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Muy buena aplicación, muy util para el aprendizaje, y la apariencia y organizacion en la version para telefonos es muy agradable. Excelente contenido en los temas de aprendizaje.",5,8,21.0.0,2020-02-20 04:15:13,,,21.0.0,es
480,804ec3c5-d90f-4f06-a106-5b58ad75bc57,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,No encuentro todos los cursos en la app,2,0,21.0.0,2020-02-19 19:40:58,,,21.0.0,es
481,ad31ed0e-fb0a-4c37-a323-4c1b5f1eb980,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Buen app para acompañar la pagina,5,0,21.0.0,2020-02-15 21:45:00,,,21.0.0,es
482,7e6d2d0c-e8f2-4db1-9f68-4c5adf4dc654,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Buena app para conocientos basicos sobre pyton,5,0,18.3.0,2020-02-11 00:21:35,,,18.3.0,es
484,d8490801-ecf2-4b8a-b742-8fc44f89a86a,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Llevo muy poco usándola pero está muy buena. La verdad la recomiendo. A ver hasta donde llega la versión free y cuando cuesta la pro ( no he checado),5,2,19.2.1,2020-02-02 21:28:35,,,19.2.1,es
485,253f8e5c-714d-43de-b39e-4eea88811e93,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Una excelente aplicación para iniciar de cero.,5,1,19.2.1,2020-02-02 17:25:49,,,19.2.1,es
487,f50942d6-1acc-47a8-ac5f-6003edddea35,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Excelente para quién no tiene experiencia previa con programación,5,0,19.2.1,2020-01-28 21:29:35,,,19.2.1,es
493,b0cbe610-33e2-4163-8c00-d5b9a02f49b5,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,No me deja instalarlo,2,0,,2020-01-10 02:46:00,,,,es
494,c2e623b5-f1c3-4d8a-ae7d-3b47fe8d1676,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Es muy didáctica, dinámica y efectiva.",5,1,19.2.1,2020-01-09 20:27:52,,,19.2.1,es
495,d056b9c6-48bd-453c-8407-a645d2662c61,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Excelente, tres días y ya siento que he aprendido python de manera útil",5,0,19.2.1,2020-01-07 11:15:29,,,19.2.1,es
496,d4b417ad-b227-4f61-9fb3-65b5f852fcdd,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Me está sirviendo bastante para afianzar los conocimientos de Python que estoy viendo en un máster. Es una pena que aún con las ofertas, el precio de suscripción esté fuera de mis posibilidades.",5,4,19.2.1,2020-01-06 11:40:11,,,19.2.1,es
502,ccbb000e-0cba-4e4e-9b60-cbbcdfc15ad0,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Una forma práctica, sencilla y clara de aprender",5,0,19.1.1,2019-12-31 00:49:51,,,19.1.1,es
503,d9ce608c-e4cc-42c0-95c8-c2ef2d0b8e46,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,La app es muy fácil de usar y los ejercicios/lecciones son bastante fácil de leer y resolver. Lo único que mejoraría es la cantidad de cursos o ejercicios que hay disponibles.,4,11,19.1.1,2019-12-25 23:16:33,,,19.1.1,es
505,5ae89524-9cad-4e78-b178-eae3904bec19,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Excelente aplicación, con la aplicación se puede prácticar todo lo q se da en los diferentes cursos",5,2,19.1.1,2019-12-25 12:05:52,,,19.1.1,es
506,5b44fc1b-b77f-4707-92cb-a2966518c09b,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,La app supone una extensión de gran ayuda para repasar lo q vas aprendiendo y poder avanzar en los ratos libres.,5,0,19.1.1,2019-12-23 07:42:02,,,19.1.1,es
507,74525ee4-4a83-45b5-bb16-2265200ea098,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Muy útil,5,0,19.1.0,2019-12-15 15:17:55,,,19.1.0,es
509,72b414f5-54a2-4063-9288-073bb4d742fc,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Lo mejor de lo mejor que vi. La version mobile va de 10 en el celu. La version desktop hay que usar una tablet, pero anda muy bien. Muchos cursos y bien agrupados en carreras.",5,9,19.1.0,2019-12-13 22:23:38,,,19.1.0,es
510,99afa540-0c2d-4d7c-a526-a16e61047640,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Muy útil para poner en práctica todo lo aprendido.,5,0,19.1.0,2019-12-11 03:31:29,,,19.1.0,es
511,f75bd8b2-5fd0-4ebe-a119-c3e0f6c637c2,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Poder practicar desde la App y recibir realimentación es lo mejor! Muy fácil de usar, puedo practicar en cualquier mlmento. Se nota un desarrollo (software) y contenidos (cursos) de calidad.",5,5,19.1.0,2019-12-10 17:27:40,,,19.1.0,es
512,8d43a001-ea18-4b9f-a6ad-0da5821d486a,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Una app eficaz para acceder a Datacamp desde Android .,5,0,19.1.0,2019-12-10 00:41:40,,,19.1.0,es
513,58c871ac-a14f-4602-80bc-3ef9cde8c004,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Utilizo esta aplicación para complementar con otro cursillo de Python y resulta muy útil para momentos en el transporte público ° para practicar cinco minutos al día.,5,5,19.1.0,2019-12-09 19:43:36,,,19.1.0,es
517,12954ac4-80eb-4e87-90e4-9830f290f0b4,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Excelente forma de enseñar los temas,5,0,19.1.0,2019-12-02 19:51:25,,,19.1.0,es
518,c23a4549-051f-46be-990e-4bfe7009854a,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Me puedes decir si esta completamente en español, no encontre como?",3,0,,2019-11-30 17:12:05,,,,es
520,2c645d6c-a0ba-43e3-8b82-ea7cc07c20fb,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Buena app, muy bien diseñada",5,0,18.4.2,2019-11-24 06:38:31,,,18.4.2,es
521,f01265d1-7ad2-44ae-9010-0a5bc82725d0,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Excelente método para aprender,5,0,18.4.2,2019-11-22 11:01:11,,,18.4.2,es
523,57d1a312-7433-4dbb-b8b7-153dc54d0db7,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Me ha gustado mushooo. No sé aun hasta donde llega pero el método me parece eficaz. Lo de las animaciones de trofeos me sobra. A ver hasta dónde es gratuita...,5,2,18.4.0,2019-11-13 08:06:10,,,18.4.0,es
526,d0dea91b-c1d5-4744-9b64-d72301d28b2c,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Es genial,5,0,18.2.0,2019-10-27 12:56:56,,,18.2.0,es
531,22747525-f1fa-4e93-8a79-5a27abb30fa8,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Mi edad de 84añoa.me impide qué se debe escribir Aprender valores de esta aplicación ayuda,5,0,18.1.1,2019-10-22 06:40:49,,,18.1.1,es
532,440849af-ecea-4918-84ea-5889f479be64,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Perfecta para móvil, sabiendo que no se puede replicar el contenido de la web han hecho una app pensada para practicar con tests los conocimientos adquiridos en la web.",5,8,18.1.1,2019-10-21 16:37:03,,,18.1.1,es
533,b998a4ee-bda4-4559-9696-a92aa1bf8fa8,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"La uso todo el tiempo. Uno solo tiene que pensar, no tipear nada. Viene en bloques de ejercicios que toman 5 minutos. Uno finaliza y no queda nada en el medio, sin terminar. Muy buena herramienta para refrescar conceptos y seguir aprendiendo.",5,2,15.0.1,2019-10-12 14:02:22,,,15.0.1,es
537,4c07a9bb-a805-4485-9e29-200c97add046,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tiene muy pocos cursos a diferencia de la pagina web,4,1,15.0.1,2019-09-29 19:27:14,,,15.0.1,es
540,85a0aff9-f84a-4dd3-a16b-22db87899778,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Perfecto para complementar las clases en la plataforma.,5,0,15.0.1,2019-09-19 20:05:04,,,15.0.1,es
542,294eb044-94fc-4f7b-97bd-a57771b6e3f6,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Excelente complemento para practicar lo que se va aprendiendo en los cursos mientras se viaja al trabajo o facultad.,5,0,15.0.0,2019-09-18 12:25:28,,,15.0.0,es
543,4a40864c-aab6-492b-aa3b-6c7ac5a343c1,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Datacamp es la mejor solución para aprender herramientas de ciencia de datos. La app es perfecta para los tiempos muertos del día.,5,5,15.0.1,2019-09-18 12:04:54,,,15.0.1,es
545,94d9f6d7-c57f-4f3e-94d8-cbfff655c3e9,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Falta una opción para poner los vídeos en pantalla completa, pero por lo demás muy bien.",4,3,15.0.0,2019-09-16 16:08:00,,,15.0.0,es
547,c77e0ca9-cc49-4e97-ba24-c931aba58af9,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Estoy haciendo el curso de SQL. La teoría y los ejercicios están bien diseñados, pero las respuestas están mal. Es como si el profesor te pidiera que le digas que 2+2=5 para aprobar. No es ni una ni dos, sino un montón de respuestas equivocadas. Pd. Encima parece que soy el único usuario que se ha dado cuenta. ""Get the numbers of decades..."" question in SQL has a wrong answer. If you have an email I can report more mistakes. Ps. It's the opposite of your explanation about ""tricky"" questions.",2,7,15.0.0,2019-09-10 20:03:13,"Thank you for reporting this issue. We're working on a fix, and we will go through the rest of the content in that course to double-check for any errors. If you'd like to report other issues, our email is mobile@datacamp.com. Sorry for the inconvenience! The quality of our content is our highest priority and we'll make sure this get's fixed ASAP.",2019-09-10 21:01:44,15.0.0,es
549,44edb7e1-2f4d-4972-abb8-fd53ef9bda55,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Excelente aplicación,5,0,15.0.0,2019-09-09 00:24:12,,,15.0.0,es
551,2bdb9d66-1ca1-4f47-869c-db5bf2ef38f7,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Excelente aplicación!,5,0,15.0.0,2019-09-06 15:55:38,,,15.0.0,es
553,3a17524b-0a80-4cbb-a9ed-8cdd3d135e52,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Esta app es muy buena ya que estoy aprendiendo mucho más que las otras app de paga c las recomiendo,4,1,14.3.1,2019-08-26 00:33:11,,,14.3.1,es
554,b6f37cb7-4982-4b4e-aefd-8e04a795d621,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Simplemente genial.,5,0,,2019-08-23 19:18:08,,,,es
555,a02c68b5-4f9a-401c-80b3-f7f165ec25e2,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Increible plataforma y app para estar todo el tiempo aprendiendo.,5,8,14.2.0,2019-08-22 04:04:07,,,14.2.0,es
558,584f21d1-8126-4761-9e35-1d78d966ff93,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Excelente para tener fundamentos en python,5,1,14.1.0,2019-08-17 21:47:11,,,14.1.0,es
564,1ee915c9-ad9f-450d-95b3-6b18b9779bcc,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,una excelente opción,5,0,14.0.0,2019-08-10 11:31:01,,,14.0.0,es
567,1b545a25-c2ae-476a-b2df-b6eb4b5badab,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Buena expericencia ,quiza una opcion de sonido no le haga mal",5,1,14.0.0,2019-08-07 21:23:48,,,14.0.0,es
568,8fb98d12-a606-4c22-a745-8f165d548a3d,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Gracias, muchas gracias por hacer esta app",5,0,13.5.3,2019-08-05 20:58:56,,,13.5.3,es
569,7aa6c16d-53fc-42f2-98ee-c3d05da7b459,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Excelente aplicación para practicar y no perder el hilo con los lenguajes de programación,5,1,14.0.0,2019-08-04 22:22:14,,,14.0.0,es
